FirstName,LastName,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status,Customer Handling Rate
Marcus,Diaz,IT,Data Analyst,04/07/2018 ,118583,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Terry,Rogers,Finance,Accountant,01/09/2022 ,80330,,,,,,,,David Davis,Meets Expectation,Need Improvement
Brandon,Thomas,Operations,Logistics Coordinator,04/11/2017 ,104040,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Tiffany,Hurley,HR,Recruiter,08/01/2019 ,71164,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Marisa,Hurley,IT,Software Engineer,6/26/2017,53377,,,,,,,,Daniel Patterson,Meets Expectation,Excellent Services
Darren,Oliver,Customer Support,Support Specialist,5/25/2018,59371,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Jeffrey,Santos,Marketing,Marketing Analyst,2/25/2019,75302,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Lisa,Davis,Sales,Account Manager,7/16/2018,62144,110297,54355,0,4356,5,3,,Bryan Burnett,High Performance,Need Improvement
Rebecca,York,Operations,Logistics Coordinator,4/16/2018,72645,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Michael,Miller,Marketing,Content Strategist,3/17/2015,78437,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Christina,Delgado,Sales,Account Manager,10/31/2018,43465,48307,81675,0,1023,2,2,,Bryan Burnett,Need Improvement,Need Improvement
Holly,Hood,Sales,Sales Executive,11/03/2023 ,51197,56559,88040,0,3765,5,8,,Bryan Burnett,Need Improvement,Need Improvement
Melanie,Hoover,HR,HR Manager,09/12/2015 ,70277,,,,,,,89,Renee Green,Meets Expectation,Need Improvement
Mary,Smith,Marketing,Marketing Analyst,7/28/2018,58228,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jessica,Simpson,Sales,Account Manager,8/23/2020,45016,153736,119145,0,3206,1,6,,Bryan Burnett,High Performance,Need Improvement
Michelle,Lyons,Finance,Financial Analyst,9/23/2022,90863,,,,,,,,David Davis,Meets Expectation,Need Improvement
Cynthia,Mathews,Finance,Accountant,8/24/2015,92174,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jennifer,Chavez,IT,Data Analyst,2/20/2017,96671,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Joseph,Williams,Customer Support,Customer Service Rep,05/05/2019 ,67994,,,,,4,0,,Christopher Ochoa,Meets Expectation,Need Improvement
Donald,Prince,Operations,Procurement Specialist,11/13/2018,78664,,,,,,,,Mr. Bradley Welch,Meets Expectation,Satisfactory
Madison,White,Customer Support,Customer Service Rep,8/18/2018,51552,,,,,4,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Roy,Forbes,Customer Support,Support Specialist,11/15/2017,47930,,,,,3,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Debra,Jones,Sales,Sales Executive,11/09/2022 ,87275,141164,184941,0,9786,3,9,,Bryan Burnett,Need Improvement,Need Improvement
Edward,Allison,Finance,Auditor,4/14/2015,109083,,,,,,,,David Davis,Meets Expectation,Need Improvement
Christina,Campbell,Customer Support,Support Specialist,04/12/2023 ,42774,,,,,1,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Lori,Sweeney,Customer Support,Customer Service Rep,8/26/2015,35566,,,,,1,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Patricia,Matthews,Operations,Procurement Specialist,9/25/2019,75972,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Mr.,Noah,Customer Support,Support Specialist,3/19/2018,49730,,,,,3,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Cynthia,Pratt,Marketing,Marketing Analyst,09/04/2022 ,46839,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jerry,Knight,Customer Support,Call Center Agent,8/13/2015,48151,,,,,3,0,,Christopher Ochoa,Meets Expectation,Need Improvement
Timothy,Winters,Sales,Sales Manager,6/22/2018,68727,183924,193355,0,11292,4,9,,Bryan Burnett,Meets Expectation,Need Improvement
George,Jordan,Sales,Account Manager,04/07/2017 ,57194,47673,52416,0,1934,1,7,,Bryan Burnett,Meets Expectation,Need Improvement
Kevin,Mcbride,Operations,Procurement Specialist,1/14/2015,87815,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Susan,Price,Operations,Procurement Specialist,3/25/2018,62639,,,,,,,,Mr. Bradley Welch,Meets Expectation,Excellent Services
Angela,Nixon,Customer Support,Customer Service Rep,8/30/2016,52117,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Megan,Foley,HR,HR Coordinator,7/13/2016,93931,,,,,,,79,Renee Green,Meets Expectation,Need Improvement
Danny,Smith,Sales,Sales Manager,03/03/2018 ,52627,208907,198683,0,13032,3,0,,Bryan Burnett,High Performance,Need Improvement
Donald,Lambert,Customer Support,Customer Service Rep,4/26/2022,67006,,,,,2,9,,Christopher Ochoa,Meets Expectation,Satisfactory
Kevin,Barker,Sales,Account Manager,01/05/2017 ,50064,57826,196314,0,2500,4,0,,Bryan Burnett,Need Improvement,Need Improvement
Stephanie,Bauer,Finance,Financial Analyst,3/21/2021,85763,,,,,,,,David Davis,Meets Expectation,Need Improvement
Christine,Franco,Operations,Operations Manager,6/17/2017,75529,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kenneth,Rhodes,Customer Support,Support Specialist,11/03/2019 ,41925,,,,,5,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Pamela,Cooper,Operations,Procurement Specialist,11/18/2017,92518,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kelly,Johnson,Finance,Accountant,07/08/2023 ,61250,,,,,,,,David Davis,Meets Expectation,Need Improvement
Alexandra,Brooks,IT,Software Engineer,07/12/2021 ,94062,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tonya,Fitzgerald,Finance,Financial Analyst,05/09/2017 ,68091,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jordan,Franklin,Marketing,SEO Specialist,4/28/2016,73481,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michelle,Gill,Customer Support,Customer Service Rep,01/12/2020 ,69054,,,,,3,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Vega,Finance,Auditor,07/02/2015 ,80787,,,,,,,,David Davis,Meets Expectation,Need Improvement
Angela,Gray,Finance,Financial Analyst,06/06/2020 ,56470,,,,,,,,David Davis,Meets Expectation,Need Improvement
Gary,Henry,Marketing,Content Strategist,11/17/2022,77326,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Eric,Perez,Operations,Procurement Specialist,5/15/2021,68433,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kathleen,Richards,Customer Support,Customer Service Rep,08/03/2018 ,42677,,,,,1,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Caitlin,Chambers,Customer Support,Support Specialist,04/08/2016 ,44966,,,,,2,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Brittany,Nichols,Operations,Procurement Specialist,11/08/2017 ,96142,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Carol,Mcpherson,Operations,Operations Manager,6/22/2023,79233,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kaitlyn,Bradford,Sales,Sales Executive,7/18/2022,51201,179687,194797,0,10649,4,7,,Bryan Burnett,Meets Expectation,Need Improvement
Marc,Riley,Finance,Accountant,03/09/2019 ,68450,,,,,,,,David Davis,Meets Expectation,Need Improvement
Taylor,Moore,Sales,Sales Manager,08/12/2021 ,46538,245190,156671,0,6602,2,3,,Bryan Burnett,High Performance,Need Improvement
Scott,Novak,Operations,Procurement Specialist,2/15/2018,72213,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Brian,Marshall,Sales,Sales Manager,7/14/2016,77582,70187,100537,0,1759,3,4,,Bryan Burnett,Need Improvement,Need Improvement
Cory,Gallagher,Marketing,Content Strategist,07/12/2022 ,56339,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Tara,Smith,Customer Support,Support Specialist,08/10/2017 ,56894,,,,,3,7,,Christopher Ochoa,Meets Expectation,Need Improvement
David,Peters,IT,Data Analyst,4/26/2017,76476,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Justin,Wright,HR,HR Coordinator,8/25/2019,94820,,,,,,,74,Renee Green,Meets Expectation,Need Improvement
Dr.,Michael,IT,Data Analyst,10/20/2015,78627,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kelly,Miranda,Marketing,SEO Specialist,11/04/2015 ,71525,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
David,Goodman,Finance,Financial Analyst,02/05/2019 ,82762,,,,,,,,David Davis,Meets Expectation,Need Improvement
Tonya,Lewis,IT,Data Analyst,11/17/2023,107931,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Renee,Reese,Finance,Accountant,1/20/2015,95117,,,,,,,,David Davis,Meets Expectation,Satisfactory
Latasha,Joseph,Customer Support,Customer Service Rep,12/07/2016 ,54992,,,,,4,4,,Christopher Ochoa,Meets Expectation,Need Improvement
Tara,Stone,Operations,Operations Manager,12/24/2022,88508,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kristopher,Ford,HR,HR Manager,05/07/2021 ,61402,,,,,,,94,Renee Green,Meets Expectation,Need Improvement
Michael,Clark,Customer Support,Support Specialist,3/27/2015,61494,,,,,2,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Angela,Phelps,Finance,Accountant,04/02/2015 ,72169,,,,,,,,David Davis,Meets Expectation,Need Improvement
Haley,Nelson,Customer Support,Call Center Agent,7/13/2020,62224,,,,,3,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Andrew,Williams,HR,Recruiter,2/22/2015,91645,,,,,,,69,Renee Green,Meets Expectation,Need Improvement
Kayla,Gonzalez,HR,Recruiter,02/04/2023 ,70558,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Alyssa,Mendoza,Marketing,SEO Specialist,12/16/2021,71592,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Mary,Newman,Sales,Account Manager,07/08/2020 ,48416,155051,165218,0,8761,3,9,,Bryan Burnett,Meets Expectation,Need Improvement
Michelle,Ayala,Marketing,Content Strategist,7/17/2022,76510,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Christopher,Tate,Customer Support,Customer Service Rep,10/10/2018 ,57379,,,,,5,0,,Christopher Ochoa,Meets Expectation,Need Improvement
Laura,Kemp,Operations,Operations Manager,9/29/2023,71448,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Nathan,Morgan,HR,Recruiter,05/02/2021 ,64708,,,,,,,99,Renee Green,Meets Expectation,Need Improvement
Allison,Stevenson,HR,HR Coordinator,09/01/2017 ,80133,,,,,,,98,Renee Green,Meets Expectation,Need Improvement
Joshua,Rivera,Operations,Operations Manager,5/13/2015,52135,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Rose,Barr,Finance,Accountant,7/13/2019,106532,,,,,,,,David Davis,Meets Expectation,Need Improvement
Bryan,Smith,Customer Support,Call Center Agent,02/01/2020 ,44246,,,,,2,1,,Christopher Ochoa,Meets Expectation,Excellent Services
Brenda,Miller,Sales,Account Manager,05/06/2020 ,44001,181565,166610,0,4513,5,2,,Bryan Burnett,High Performance,Need Improvement
Adam,Snyder,HR,HR Manager,01/07/2015 ,56283,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Tiffany,Johnston,Sales,Account Manager,4/18/2023,55990,178538,60853,0,8210,3,6,,Bryan Burnett,High Performance,Need Improvement
Leah,Patterson,Customer Support,Support Specialist,7/28/2021,43458,,,,,5,6,,Christopher Ochoa,Meets Expectation,Excellent Services
Matthew,Yates,Customer Support,Support Specialist,03/08/2018 ,57804,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Brett,Swanson,Marketing,Content Strategist,2/14/2016,77444,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kyle,Wallace,Operations,Procurement Specialist,4/19/2022,86874,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Sarah,Moreno,Finance,Financial Analyst,9/19/2018,83720,,,,,,,,David Davis,Meets Expectation,Need Improvement
Kristin,Monroe,Finance,Auditor,10/17/2021,96912,,,,,,,,David Davis,Meets Expectation,Need Improvement
Chelsea,Harris,IT,IT Support,1/18/2022,115477,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Tyler,Webb,Sales,Sales Executive,12/24/2018,44412,229425,65199,0,14725,4,4,,Bryan Burnett,High Performance,Need Improvement
Charles,Knight,HR,Recruiter,1/13/2016,75481,,,,,,,85,Renee Green,Meets Expectation,Need Improvement
Joseph,Mann,IT,IT Support,6/23/2023,61174,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kevin,Smith,IT,IT Support,01/02/2023 ,109814,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Theresa,Mckay,Finance,Accountant,4/14/2022,101725,,,,,,,,David Davis,Meets Expectation,Need Improvement
Chad,Roy,HR,Recruiter,02/02/2019 ,73424,,,,,,,87,Renee Green,Meets Expectation,Need Improvement
Dale,Wilson,IT,Data Analyst,4/15/2019,55095,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Danny,Jones,Sales,Sales Executive,02/08/2021 ,83423,34755,123353,0,1669,4,9,,Bryan Burnett,Need Improvement,Need Improvement
Mark,Green,Sales,Sales Manager,12/06/2015 ,71250,159554,181656,0,11078,1,4,,Bryan Burnett,Meets Expectation,Need Improvement
Greg,Davis,Operations,Logistics Coordinator,08/05/2016 ,88693,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Martha,Zuniga,Marketing,Marketing Analyst,6/17/2020,68561,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Melinda,Harper,Customer Support,Support Specialist,12/20/2018,45929,,,,,1,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Todd,Smith,Marketing,Content Strategist,11/20/2018,80504,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Rebecca,Garcia,Operations,Logistics Coordinator,8/16/2021,94059,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Regina,Farrell,Customer Support,Call Center Agent,12/28/2019,54500,,,,,1,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Mary,Haley,HR,Recruiter,07/08/2021 ,79178,,,,,,,86,Renee Green,Meets Expectation,Need Improvement
Fernando,Hansen,HR,HR Manager,5/31/2019,47101,,,,,,,74,Renee Green,Meets Expectation,Need Improvement
Elizabeth,Alvarado,Sales,Sales Manager,9/21/2018,63818,56459,84115,0,1922,1,8,,Bryan Burnett,Need Improvement,Need Improvement
David,Bond,IT,Data Analyst,11/24/2022,75845,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tyler,Brown,Customer Support,Customer Service Rep,09/10/2017 ,58001,,,,,5,7,,Christopher Ochoa,Meets Expectation,Satisfactory
Emily,Washington,Sales,Account Manager,10/31/2020,62465,84180,120949,0,3820,4,3,,Bryan Burnett,Need Improvement,Need Improvement
Kyle,Lambert,IT,IT Support,06/05/2021 ,86149,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Sonya,Thompson,IT,Software Engineer,06/11/2017 ,56446,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Patrick,Randall,Finance,Accountant,6/23/2022,61785,,,,,,,,David Davis,Meets Expectation,Need Improvement
Nathan,Walters,Sales,Account Manager,6/21/2019,84034,214704,184844,0,10928,1,5,,Bryan Burnett,High Performance,Need Improvement
Pamela,Whitney,Customer Support,Customer Service Rep,11/07/2021 ,35308,,,,,1,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Andrea,Rice,Customer Support,Support Specialist,04/06/2022 ,49164,,,,,3,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Beth,Cruz,Operations,Logistics Coordinator,06/01/2021 ,83720,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Larry,Park,HR,Recruiter,10/26/2023,85703,,,,,,,65,Renee Green,Meets Expectation,Satisfactory
Ruben,Duran,Customer Support,Customer Service Rep,2/15/2022,61750,,,,,4,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Adam,Franklin,Sales,Sales Executive,10/27/2018,62984,226773,159484,0,12344,4,7,,Bryan Burnett,High Performance,Need Improvement
Rachel,Turner,IT,IT Support,02/10/2023 ,107024,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tara,Moore,Marketing,SEO Specialist,4/16/2021,63446,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
William,Yu,Finance,Auditor,04/08/2019 ,73009,,,,,,,,David Davis,Meets Expectation,Excellent Services
Amy,Hammond,Sales,Sales Executive,9/26/2017,76910,30379,82044,0,1325,5,1,,Bryan Burnett,Need Improvement,Need Improvement
Ryan,Stokes,Sales,Sales Executive,9/21/2020,88977,242768,94167,0,7925,3,4,,Bryan Burnett,High Performance,Need Improvement
Maureen,Smith,Operations,Operations Manager,12/19/2016,78576,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jake,Brady,Sales,Sales Executive,1/23/2017,66170,243331,194175,0,10862,1,8,,Bryan Burnett,High Performance,Need Improvement
Shawn,Meyers,Operations,Operations Manager,01/12/2015 ,69392,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Thomas,Thomas,Marketing,Marketing Analyst,1/28/2023,64905,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Erica,Riley,Finance,Accountant,2/16/2023,59937,,,,,,,,David Davis,Meets Expectation,Need Improvement
David,Thompson,Operations,Procurement Specialist,02/05/2023 ,81419,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Phillip,Berger,Customer Support,Support Specialist,10/15/2015,37661,,,,,3,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Ryan,Williams,Marketing,SEO Specialist,1/13/2018,81684,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michele,Sandoval,Finance,Auditor,5/17/2016,76462,,,,,,,,David Davis,Meets Expectation,Need Improvement
Tyler,Bautista,IT,Software Engineer,6/14/2021,65427,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Amy,Browning,HR,HR Manager,01/06/2021 ,59587,,,,,,,85,Renee Green,Meets Expectation,Satisfactory
Ashley,Jenkins,Sales,Account Manager,8/29/2020,72387,240560,156186,0,14100,4,3,,Bryan Burnett,High Performance,Need Improvement
Norma,Orr,Marketing,SEO Specialist,7/27/2021,49885,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Ryan,Alexander,Marketing,SEO Specialist,10/15/2023,83350,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Eric,Welch,Finance,Accountant,7/19/2017,87679,,,,,,,,David Davis,Meets Expectation,Satisfactory
Thomas,Mills,Sales,Sales Executive,08/09/2019 ,48389,187246,85012,0,10202,4,2,,Bryan Burnett,High Performance,Need Improvement
Kenneth,Trujillo,IT,Data Analyst,08/01/2017 ,99393,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Lisa,Rhodes,Customer Support,Call Center Agent,5/22/2016,40576,,,,,5,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Cody,Contreras,Marketing,SEO Specialist,9/23/2021,62203,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Craig,Diaz,Marketing,Marketing Analyst,09/03/2023 ,45557,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Donald,Brooks,Finance,Auditor,1/16/2016,70032,,,,,,,,David Davis,Meets Expectation,Need Improvement
Christopher,Miller,Operations,Operations Manager,05/07/2019 ,76858,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jennifer,Farley,IT,Data Analyst,9/24/2020,112165,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Joseph,Odonnell,Finance,Auditor,05/06/2018 ,67491,,,,,,,,David Davis,Meets Expectation,Need Improvement
Donald,Duke,HR,Recruiter,05/09/2017 ,77324,,,,,,,86,Renee Green,Meets Expectation,Excellent Services
Eric,Green,Sales,Sales Executive,10/27/2019,50764,210322,98661,0,10553,5,1,,Bryan Burnett,High Performance,Satisfactory
Henry,Greene,Sales,Sales Executive,10/15/2021,76471,176152,143887,0,8707,4,0,,Bryan Burnett,High Performance,Need Improvement
Cathy,Knight,Customer Support,Support Specialist,09/08/2018 ,51065,,,,,1,2,,Christopher Ochoa,Meets Expectation,Excellent Services
Carlos,Barron,Customer Support,Support Specialist,8/21/2023,44962,,,,,5,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Lindsay,Peterson,Marketing,Marketing Analyst,01/02/2018 ,47255,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Stacy,Rubio,Operations,Procurement Specialist,7/20/2017,56292,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Karl,Johnson,IT,IT Support,3/31/2016,74789,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Sheila,Wilson,IT,Data Analyst,04/05/2020 ,88802,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Justin,Villarreal,IT,IT Support,7/13/2019,113630,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Trevor,Mcmahon,Customer Support,Support Specialist,05/10/2015 ,48664,,,,,4,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Hughes,HR,HR Manager,7/15/2021,89567,,,,,,,73,Renee Green,Meets Expectation,Need Improvement
Alicia,Young,Sales,Sales Executive,12/12/2020 ,70451,231252,133866,0,14572,1,1,,Bryan Burnett,High Performance,Need Improvement
Erica,Adams,Marketing,Marketing Analyst,3/17/2020,45989,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lisa,Gibson,Sales,Sales Manager,1/17/2017,55374,239283,105749,0,10447,2,3,,Bryan Burnett,High Performance,Need Improvement
Courtney,Woods,Finance,Accountant,3/29/2017,68722,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jason,Baird,Sales,Account Manager,06/09/2020 ,76691,245868,93277,0,13599,3,0,,Bryan Burnett,High Performance,Need Improvement
Cathy,Foster,HR,Recruiter,10/12/2017 ,75100,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Raymond,Nichols,Marketing,Content Strategist,01/02/2022 ,58171,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Megan,Hamilton,IT,Software Engineer,9/16/2021,65068,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Timothy,Sheppard,Customer Support,Support Specialist,03/03/2017 ,68767,,,,,2,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Eric,Gonzales,Finance,Accountant,10/14/2019,66863,,,,,,,,David Davis,Meets Expectation,Need Improvement
Brooke,Murphy,Operations,Logistics Coordinator,2/24/2023,76793,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Donald,Parker,Finance,Auditor,11/16/2023,70547,,,,,,,,David Davis,Meets Expectation,Need Improvement
Sue,Warner,Operations,Procurement Specialist,1/13/2017,92654,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Michael,Bowman,Finance,Auditor,1/17/2023,73286,,,,,,,,David Davis,Meets Expectation,Need Improvement
Teresa,Wright,Customer Support,Customer Service Rep,03/04/2019 ,63079,,,,,1,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Diana,Smith,Finance,Financial Analyst,6/14/2015,59118,,,,,,,,David Davis,Meets Expectation,Need Improvement
Paula,Jackson,Operations,Operations Manager,12/29/2017,64713,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Rhonda,Young,Operations,Logistics Coordinator,10/13/2021,95083,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Elizabeth,Anderson,Finance,Financial Analyst,4/15/2022,87878,,,,,,,,David Davis,Meets Expectation,Need Improvement
Lauren,Francis,Customer Support,Call Center Agent,2/27/2022,38053,,,,,1,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Arthur,Rasmussen,HR,HR Manager,10/24/2021,67205,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Elizabeth,Meyer,Finance,Auditor,06/02/2016 ,74994,,,,,,,,David Davis,Meets Expectation,Need Improvement
William,Carter,IT,IT Support,10/15/2023,103115,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Trevor,Mccarthy,Marketing,SEO Specialist,12/10/2020 ,49257,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Zachary,Bush,HR,Recruiter,2/19/2015,65347,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Brittany,Wilson,IT,Software Engineer,8/17/2018,82542,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Julie,Stewart,Marketing,SEO Specialist,1/24/2023,75279,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Andrea,Rodriguez,Marketing,Content Strategist,11/21/2021,80988,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Bradley,Davis,IT,Data Analyst,4/30/2020,114911,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Phelps,Sales,Account Manager,05/02/2016 ,88973,79993,105306,0,4527,2,7,,Bryan Burnett,Need Improvement,Need Improvement
Ethan,Wilson,Sales,Sales Executive,7/29/2022,60823,115609,115065,0,2431,1,8,,Bryan Burnett,High Performance,Need Improvement
Renee,Roach,Finance,Auditor,05/06/2016 ,108843,,,,,,,,David Davis,Meets Expectation,Need Improvement
Claudia,Roach,HR,HR Coordinator,10/17/2022,86329,,,,,,,87,Renee Green,Meets Expectation,Satisfactory
Anna,Bradley,Customer Support,Support Specialist,12/27/2020,65279,,,,,4,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Michael,Sanders,IT,IT Support,11/26/2019,64263,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
John,Murphy,Operations,Operations Manager,3/30/2015,74362,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jay,Freeman,IT,Software Engineer,1/14/2018,95630,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Brooke,Parker,HR,HR Coordinator,10/17/2020,54449,,,,,,,71,Renee Green,Meets Expectation,Need Improvement
Jenny,Gentry,HR,Recruiter,8/14/2022,90191,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Deborah,Glass,IT,IT Support,02/08/2017 ,66454,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Ashley,Miller,Marketing,SEO Specialist,03/06/2020 ,76039,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Henry,Williams,IT,Software Engineer,02/04/2023 ,118713,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Jermaine,Shaw,Operations,Procurement Specialist,3/17/2015,80823,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jeremy,Burnett,Operations,Logistics Coordinator,11/03/2023 ,76810,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Daniel,Moore,Finance,Financial Analyst,12/10/2018 ,58987,,,,,,,,David Davis,Meets Expectation,Need Improvement
Lance,Gomez,Finance,Financial Analyst,3/27/2018,108112,,,,,,,,David Davis,Meets Expectation,Need Improvement
Amy,Hobbs,Marketing,SEO Specialist,09/01/2018 ,84801,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Joseph,Ayala,Marketing,Content Strategist,11/02/2021 ,69895,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
